Time: 3.85, Note: d
Time: 197.54, Note: j
Time: 197.58, Note: f
Time: 197.58, Note: d
Time: 197.90, Note: k
Time: 197.91, Note: j
Time: 197.92, Note: f
Time: 197.94, Note: d
Time: 198.19, Note: k
Time: 198.21, Note: j
Time: 198.24, Note: d
Time: 198.24, Note: f
Slider: StartTime: 198.47, EndTime: 199.39, Key: d
Slider: StartTime: 198.47, EndTime: 199.41, Key: f
Slider: StartTime: 198.43, EndTime: 199.41, Key: k
Slider: StartTime: 198.43, EndTime: 199.44, Key: j
Time: 199.68, Note: d
Time: 199.69, Note: f
Time: 199.76, Note: j
Time: 199.81, Note: k
Time: 200.29, Note: k
Time: 200.33, Note: d
Time: 200.41, Note: j
Time: 200.49, Note: f
Time: 200.51, Note: k
Time: 200.63, Note: d
Time: 200.66, Note: j
Time: 200.76, Note: f
Time: 200.79, Note: k
Time: 200.88, Note: j
Time: 200.91, Note: d
Time: 201.01, Note: k
Time: 201.09, Note: f
Time: 201.12, Note: j
Time: 201.19, Note: d
Time: 201.32, Note: k
Time: 201.54, Note: j
Time: 201.72, Note: k
Time: 201.85, Note: j
Time: 201.97, Note: k
Time: 202.09, Note: j
Time: 202.19, Note: k
Time: 202.28, Note: j
Time: 202.40, Note: j
Time: 202.61, Note: j
Slider: StartTime: 202.24, EndTime: 202.69, Key: k
Slider: StartTime: 202.65, EndTime: 203.15, Key: j
Time: 203.22, Note: k
Time: 203.34, Note: j
Time: 203.41, Note: k
Time: 203.53, Note: j
Time: 203.59, Note: k
Time: 203.73, Note: j
Time: 203.78, Note: k
Time: 203.91, Note: j
Time: 203.98, Note: k
Time: 204.10, Note: j
Time: 204.16, Note: k
Time: 204.27, Note: j
Time: 204.38, Note: k
Time: 204.46, Note: j
Time: 204.83, Note: j
Time: 205.03, Note: j
Slider: StartTime: 204.43, EndTime: 205.17, Key: k
Time: 205.27, Note: j
Time: 205.38, Note: k
Time: 205.47, Note: j
Time: 205.58, Note: k
Time: 205.68, Note: j
Time: 205.81, Note: k
Time: 205.91, Note: j
Time: 206.01, Note: k
Time: 206.11, Note: j
Time: 206.21, Note: k
Time: 206.41, Note: k
Time: 206.45, Note: j
Time: 206.82, Note: d
Time: 206.97, Note: f
Time: 207.05, Note: d
Time: 207.16, Note: f
Time: 207.31, Note: d
Time: 207.41, Note: f
Time: 207.54, Note: d
Time: 207.64, Note: f
Time: 207.79, Note: d
Time: 207.89, Note: f
Time: 208.01, Note: d
Time: 208.13, Note: f
Time: 208.28, Note: d
Time: 208.39, Note: f
Time: 208.53, Note: d
Time: 208.67, Note: f
Time: 208.81, Note: d
Time: 208.93, Note: f
Time: 209.12, Note: d
Time: 209.21, Note: f
Time: 209.40, Note: d
Time: 209.51, Note: f
Time: 209.67, Note: d
Time: 209.78, Note: f
Time: 209.91, Note: d
Time: 210.04, Note: f
Time: 210.19, Note: d
Time: 210.30, Note: f
Time: 210.57, Note: f
Slider: StartTime: 210.26, EndTime: 210.74, Key: d
Time: 210.85, Note: f
Time: 211.02, Note: d
Time: 211.12, Note: f
Time: 211.38, Note: f
Slider: StartTime: 211.08, EndTime: 211.57, Key: d
Time: 211.69, Note: f
Time: 212.24, Note: f
Slider: StartTime: 211.66, EndTime: 212.42, Key: d
Time: 212.47, Note: f
